ont	gene
GOBP_REGULATION_OF_CELL_AGING	YPEL3
GOBP_REGULATION_OF_CELL_AGING	ZKSCAN3
GOBP_REGULATION_OF_CELL_AGING	ZMPSTE24
GOBP_REGULATION_OF_CELL_AGING	ZNF277
GOBP_REPLICATIVE_SENESCENCE	ATM
GOBP_REPLICATIVE_SENESCENCE	ATR
GOBP_REPLICATIVE_SENESCENCE	CDKN1A
GOBP_REPLICATIVE_SENESCENCE	CDKN2A
GOBP_REPLICATIVE_SENESCENCE	CHEK1
GOBP_REPLICATIVE_SENESCENCE	CHEK2
GOBP_REPLICATIVE_SENESCENCE	CTC1
GOBP_REPLICATIVE_SENESCENCE	ERCC1
GOBP_REPLICATIVE_SENESCENCE	MIR21
GOBP_REPLICATIVE_SENESCENCE	MME
GOBP_REPLICATIVE_SENESCENCE	PLA2R1
GOBP_REPLICATIVE_SENESCENCE	ROMO1
GOBP_REPLICATIVE_SENESCENCE	SERPINE1
GOBP_REPLICATIVE_SENESCENCE	TERT
GOBP_REPLICATIVE_SENESCENCE	TP53
GOBP_REPLICATIVE_SENESCENCE	WNT16
GOBP_REPLICATIVE_SENESCENCE	WRN
GOBP_SKELETAL_MUSCLE_ATROPHY	ACTN3
GOBP_SKELETAL_MUSCLE_ATROPHY	CFLAR
GOBP_SKELETAL_MUSCLE_ATROPHY	IL15
GOBP_SKELETAL_MUSCLE_ATROPHY	MSTN
GOBP_SKELETAL_MUSCLE_ATROPHY	RPS6KB1
GOBP_SKELETAL_MUSCLE_ATROPHY	TRIM63
GOBP_STRIATED_MUSCLE_ATROPHY	ACTN3
GOBP_STRIATED_MUSCLE_ATROPHY	CFLAR
GOBP_STRIATED_MUSCLE_ATROPHY	GSN
GOBP_STRIATED_MUSCLE_ATROPHY	IL15
GOBP_STRIATED_MUSCLE_ATROPHY	MSTN
GOBP_STRIATED_MUSCLE_ATROPHY	MYOG
GOBP_STRIATED_MUSCLE_ATROPHY	RPS6KB1
GOBP_STRIATED_MUSCLE_ATROPHY	TRIM63
GOBP_STRESS_INDUCED_PREMATURE_SENESCENCE	ARNTL
GOBP_STRESS_INDUCED_PREMATURE_SENESCENCE	CDKN1A
GOBP_STRESS_INDUCED_PREMATURE_SENESCENCE	MAPK14
GOBP_STRESS_INDUCED_PREMATURE_SENESCENCE	MAPKAPK5
GOBP_STRESS_INDUCED_PREMATURE_SENESCENCE	PLA2R1
GOBP_STRESS_INDUCED_PREMATURE_SENESCENCE	SIRT1
GOBP_STRESS_INDUCED_PREMATURE_SENESCENCE	TP53
GOBP_STRESS_INDUCED_PREMATURE_SENESCENCE	WNT16
KEGG_P53_SIGNALING_PATHWAY	ADGRB1
KEGG_P53_SIGNALING_PATHWAY	APAF1
KEGG_P53_SIGNALING_PATHWAY	ATM
KEGG_P53_SIGNALING_PATHWAY	ATR
KEGG_P53_SIGNALING_PATHWAY	BAX
KEGG_P53_SIGNALING_PATHWAY	BBC3
KEGG_P53_SIGNALING_PATHWAY	BID
KEGG_P53_SIGNALING_PATHWAY	CASP3
KEGG_P53_SIGNALING_PATHWAY	CASP8
KEGG_P53_SIGNALING_PATHWAY	CASP9
KEGG_P53_SIGNALING_PATHWAY	CCNB1
KEGG_P53_SIGNALING_PATHWAY	CCNB2
KEGG_P53_SIGNALING_PATHWAY	CCNB3
KEGG_P53_SIGNALING_PATHWAY	CCND1
KEGG_P53_SIGNALING_PATHWAY	CCND2
KEGG_P53_SIGNALING_PATHWAY	CCND3
KEGG_P53_SIGNALING_PATHWAY	CCNE1
KEGG_P53_SIGNALING_PATHWAY	CCNE2
KEGG_P53_SIGNALING_PATHWAY	CCNG1
KEGG_P53_SIGNALING_PATHWAY	CCNG2
KEGG_P53_SIGNALING_PATHWAY	CD82
KEGG_P53_SIGNALING_PATHWAY	CDK1
KEGG_P53_SIGNALING_PATHWAY	CDK2
KEGG_P53_SIGNALING_PATHWAY	CDK4
KEGG_P53_SIGNALING_PATHWAY	CDK6
KEGG_P53_SIGNALING_PATHWAY	CDKN1A
KEGG_P53_SIGNALING_PATHWAY	CDKN2A
KEGG_P53_SIGNALING_PATHWAY	CHEK1
KEGG_P53_SIGNALING_PATHWAY	CHEK2
KEGG_P53_SIGNALING_PATHWAY	COP1
KEGG_P53_SIGNALING_PATHWAY	CYCS
KEGG_P53_SIGNALING_PATHWAY	DDB2
KEGG_P53_SIGNALING_PATHWAY	EI24
KEGG_P53_SIGNALING_PATHWAY	FAS
KEGG_P53_SIGNALING_PATHWAY	GADD45A
KEGG_P53_SIGNALING_PATHWAY	GADD45B
KEGG_P53_SIGNALING_PATHWAY	GADD45G
KEGG_P53_SIGNALING_PATHWAY	GTSE1
KEGG_P53_SIGNALING_PATHWAY	IGF1
KEGG_P53_SIGNALING_PATHWAY	IGFBP3
KEGG_P53_SIGNALING_PATHWAY	MDM2
KEGG_P53_SIGNALING_PATHWAY	MDM4
KEGG_P53_SIGNALING_PATHWAY	PERP
KEGG_P53_SIGNALING_PATHWAY	PIDD1
KEGG_P53_SIGNALING_PATHWAY	PMAIP1
KEGG_P53_SIGNALING_PATHWAY	PPM1D
KEGG_P53_SIGNALING_PATHWAY	PTEN
KEGG_P53_SIGNALING_PATHWAY	RCHY1
KEGG_P53_SIGNALING_PATHWAY	RPRM
KEGG_P53_SIGNALING_PATHWAY	RRM2
KEGG_P53_SIGNALING_PATHWAY	RRM2B
KEGG_P53_SIGNALING_PATHWAY	SERPINB5
KEGG_P53_SIGNALING_PATHWAY	SERPINE1
KEGG_P53_SIGNALING_PATHWAY	SESN1
KEGG_P53_SIGNALING_PATHWAY	SESN2
KEGG_P53_SIGNALING_PATHWAY	SESN3
KEGG_P53_SIGNALING_PATHWAY	SFN
KEGG_P53_SIGNALING_PATHWAY	SHISA5
KEGG_P53_SIGNALING_PATHWAY	SIAH1
KEGG_P53_SIGNALING_PATHWAY	STEAP3
KEGG_P53_SIGNALING_PATHWAY	THBS1
KEGG_P53_SIGNALING_PATHWAY	TNFRSF10B
KEGG_P53_SIGNALING_PATHWAY	TP53
KEGG_P53_SIGNALING_PATHWAY	TP53AIP1
KEGG_P53_SIGNALING_PATHWAY	TP53I3
KEGG_P53_SIGNALING_PATHWAY	TP73
KEGG_P53_SIGNALING_PATHWAY	TSC2
KEGG_P53_SIGNALING_PATHWAY	ZMAT3
REACTOME_CELLULAR_SENESCENCE	ACD
REACTOME_CELLULAR_SENESCENCE	AGO1
REACTOME_CELLULAR_SENESCENCE	AGO3
REACTOME_CELLULAR_SENESCENCE	AGO4
REACTOME_CELLULAR_SENESCENCE	ANAPC1
REACTOME_CELLULAR_SENESCENCE	ANAPC10
REACTOME_CELLULAR_SENESCENCE	ANAPC11
REACTOME_CELLULAR_SENESCENCE	ANAPC15
REACTOME_CELLULAR_SENESCENCE	ANAPC16
REACTOME_CELLULAR_SENESCENCE	ANAPC2
REACTOME_CELLULAR_SENESCENCE	ANAPC4
REACTOME_CELLULAR_SENESCENCE	ANAPC5
REACTOME_CELLULAR_SENESCENCE	ANAPC7
REACTOME_CELLULAR_SENESCENCE	ASF1A
REACTOME_CELLULAR_SENESCENCE	ATM
REACTOME_CELLULAR_SENESCENCE	BMI1
REACTOME_CELLULAR_SENESCENCE	CABIN1
REACTOME_CELLULAR_SENESCENCE	CBX2
REACTOME_CELLULAR_SENESCENCE	CBX4
REACTOME_CELLULAR_SENESCENCE	CBX6
REACTOME_CELLULAR_SENESCENCE	CBX8
REACTOME_CELLULAR_SENESCENCE	CCNA1
REACTOME_CELLULAR_SENESCENCE	CCNA2
REACTOME_CELLULAR_SENESCENCE	CCNE1
REACTOME_CELLULAR_SENESCENCE	CCNE2
REACTOME_CELLULAR_SENESCENCE	CDC16
REACTOME_CELLULAR_SENESCENCE	CDC23
REACTOME_CELLULAR_SENESCENCE	CDC26
REACTOME_CELLULAR_SENESCENCE	CDC27
REACTOME_CELLULAR_SENESCENCE	CDK2
REACTOME_CELLULAR_SENESCENCE	CDK4
REACTOME_CELLULAR_SENESCENCE	CDK6
REACTOME_CELLULAR_SENESCENCE	CDKN1A
REACTOME_CELLULAR_SENESCENCE	CDKN1B
REACTOME_CELLULAR_SENESCENCE	CDKN2A
REACTOME_CELLULAR_SENESCENCE	CDKN2B
REACTOME_CELLULAR_SENESCENCE	CDKN2C
REACTOME_CELLULAR_SENESCENCE	CDKN2D
REACTOME_CELLULAR_SENESCENCE	CEBPB
REACTOME_CELLULAR_SENESCENCE	CXCL8
REACTOME_CELLULAR_SENESCENCE	E2F1
REACTOME_CELLULAR_SENESCENCE	E2F2
REACTOME_CELLULAR_SENESCENCE	E2F3
REACTOME_CELLULAR_SENESCENCE	EED
REACTOME_CELLULAR_SENESCENCE	EHMT1
REACTOME_CELLULAR_SENESCENCE	EHMT2
REACTOME_CELLULAR_SENESCENCE	EP400
REACTOME_CELLULAR_SENESCENCE	ERF
REACTOME_CELLULAR_SENESCENCE	ETS1
REACTOME_CELLULAR_SENESCENCE	ETS2
REACTOME_CELLULAR_SENESCENCE	EZH2
REACTOME_CELLULAR_SENESCENCE	FOS
REACTOME_CELLULAR_SENESCENCE	FZR1
REACTOME_CELLULAR_SENESCENCE	H1-0
REACTOME_CELLULAR_SENESCENCE	H1-1
REACTOME_CELLULAR_SENESCENCE	H1-2
REACTOME_CELLULAR_SENESCENCE	H1-3
REACTOME_CELLULAR_SENESCENCE	H1-4
REACTOME_CELLULAR_SENESCENCE	H1-5
REACTOME_CELLULAR_SENESCENCE	H2AB1
REACTOME_CELLULAR_SENESCENCE	H2AC14
REACTOME_CELLULAR_SENESCENCE	H2AC20
REACTOME_CELLULAR_SENESCENCE	H2AC4
REACTOME_CELLULAR_SENESCENCE	H2AC6
REACTOME_CELLULAR_SENESCENCE	H2AC7
REACTOME_CELLULAR_SENESCENCE	H2AC8
REACTOME_CELLULAR_SENESCENCE	H2AJ
REACTOME_CELLULAR_SENESCENCE	H2AX
REACTOME_CELLULAR_SENESCENCE	H2AZ1
REACTOME_CELLULAR_SENESCENCE	H2AZ2
REACTOME_CELLULAR_SENESCENCE	H2BC1
REACTOME_CELLULAR_SENESCENCE	H2BC10
REACTOME_CELLULAR_SENESCENCE	H2BC11
REACTOME_CELLULAR_SENESCENCE	H2BC12
REACTOME_CELLULAR_SENESCENCE	H2BC13
REACTOME_CELLULAR_SENESCENCE	H2BC14
REACTOME_CELLULAR_SENESCENCE	H2BC15
REACTOME_CELLULAR_SENESCENCE	H2BC17
REACTOME_CELLULAR_SENESCENCE	H2BC21
REACTOME_CELLULAR_SENESCENCE	H2BC3
REACTOME_CELLULAR_SENESCENCE	H2BC4
REACTOME_CELLULAR_SENESCENCE	H2BC5
REACTOME_CELLULAR_SENESCENCE	H2BC6
REACTOME_CELLULAR_SENESCENCE	H2BC7
REACTOME_CELLULAR_SENESCENCE	H2BC8
REACTOME_CELLULAR_SENESCENCE	H2BC9
REACTOME_CELLULAR_SENESCENCE	H2BS1
REACTOME_CELLULAR_SENESCENCE	H2BU1
REACTOME_CELLULAR_SENESCENCE	H3-3A
REACTOME_CELLULAR_SENESCENCE	H3-3B
REACTOME_CELLULAR_SENESCENCE	H3-4
REACTOME_CELLULAR_SENESCENCE	H3C1
REACTOME_CELLULAR_SENESCENCE	H3C10
REACTOME_CELLULAR_SENESCENCE	H3C11
REACTOME_CELLULAR_SENESCENCE	H3C12
REACTOME_CELLULAR_SENESCENCE	H3C13
REACTOME_CELLULAR_SENESCENCE	H3C14
REACTOME_CELLULAR_SENESCENCE	H3C15
REACTOME_CELLULAR_SENESCENCE	H3C2
REACTOME_CELLULAR_SENESCENCE	H3C3
REACTOME_CELLULAR_SENESCENCE	H3C4
REACTOME_CELLULAR_SENESCENCE	H3C6
REACTOME_CELLULAR_SENESCENCE	H3C7
REACTOME_CELLULAR_SENESCENCE	H3C8
REACTOME_CELLULAR_SENESCENCE	H4-16
REACTOME_CELLULAR_SENESCENCE	H4C1
REACTOME_CELLULAR_SENESCENCE	H4C11
REACTOME_CELLULAR_SENESCENCE	H4C12
REACTOME_CELLULAR_SENESCENCE	H4C13
REACTOME_CELLULAR_SENESCENCE	H4C14
REACTOME_CELLULAR_SENESCENCE	H4C15
REACTOME_CELLULAR_SENESCENCE	H4C2
REACTOME_CELLULAR_SENESCENCE	H4C3
REACTOME_CELLULAR_SENESCENCE	H4C4
REACTOME_CELLULAR_SENESCENCE	H4C5
REACTOME_CELLULAR_SENESCENCE	H4C6
REACTOME_CELLULAR_SENESCENCE	H4C8
REACTOME_CELLULAR_SENESCENCE	H4C9
REACTOME_CELLULAR_SENESCENCE	HIRA
REACTOME_CELLULAR_SENESCENCE	HMGA1
REACTOME_CELLULAR_SENESCENCE	HMGA2
REACTOME_CELLULAR_SENESCENCE	ID1
REACTOME_CELLULAR_SENESCENCE	IFNB1
REACTOME_CELLULAR_SENESCENCE	IGFBP7
REACTOME_CELLULAR_SENESCENCE	IL1A
REACTOME_CELLULAR_SENESCENCE	IL6
REACTOME_CELLULAR_SENESCENCE	JUN
REACTOME_CELLULAR_SENESCENCE	KAT5
REACTOME_CELLULAR_SENESCENCE	KDM6B
REACTOME_CELLULAR_SENESCENCE	LMNB1
REACTOME_CELLULAR_SENESCENCE	MAP2K3
REACTOME_CELLULAR_SENESCENCE	MAP2K4
REACTOME_CELLULAR_SENESCENCE	MAP2K6
REACTOME_CELLULAR_SENESCENCE	MAP2K7
REACTOME_CELLULAR_SENESCENCE	MAP3K5
REACTOME_CELLULAR_SENESCENCE	MAP4K4
REACTOME_CELLULAR_SENESCENCE	MAPK1
REACTOME_CELLULAR_SENESCENCE	MAPK10
REACTOME_CELLULAR_SENESCENCE	MAPK11
REACTOME_CELLULAR_SENESCENCE	MAPK14
REACTOME_CELLULAR_SENESCENCE	MAPK3
REACTOME_CELLULAR_SENESCENCE	MAPK7
REACTOME_CELLULAR_SENESCENCE	MAPK8
REACTOME_CELLULAR_SENESCENCE	MAPK9
REACTOME_CELLULAR_SENESCENCE	MAPKAPK2
REACTOME_CELLULAR_SENESCENCE	MAPKAPK3
REACTOME_CELLULAR_SENESCENCE	MAPKAPK5
REACTOME_CELLULAR_SENESCENCE	MDM2
REACTOME_CELLULAR_SENESCENCE	MDM4
REACTOME_CELLULAR_SENESCENCE	MINK1
REACTOME_CELLULAR_SENESCENCE	MIR24-1
REACTOME_CELLULAR_SENESCENCE	MIR24-2
REACTOME_CELLULAR_SENESCENCE	MOV10
REACTOME_CELLULAR_SENESCENCE	MRE11
REACTOME_CELLULAR_SENESCENCE	NBN
REACTOME_CELLULAR_SENESCENCE	NFKB1
REACTOME_CELLULAR_SENESCENCE	PHC1
REACTOME_CELLULAR_SENESCENCE	PHC2
REACTOME_CELLULAR_SENESCENCE	PHC3
REACTOME_CELLULAR_SENESCENCE	POT1
REACTOME_CELLULAR_SENESCENCE	RAD50
REACTOME_CELLULAR_SENESCENCE	RB1
REACTOME_CELLULAR_SENESCENCE	RBBP4
REACTOME_CELLULAR_SENESCENCE	RBBP7
REACTOME_CELLULAR_SENESCENCE	RELA
REACTOME_CELLULAR_SENESCENCE	RING1
REACTOME_CELLULAR_SENESCENCE	RNF2
REACTOME_CELLULAR_SENESCENCE	RPS27A
REACTOME_CELLULAR_SENESCENCE	RPS6KA1
REACTOME_CELLULAR_SENESCENCE	RPS6KA2
REACTOME_CELLULAR_SENESCENCE	RPS6KA3
REACTOME_CELLULAR_SENESCENCE	SCMH1
REACTOME_CELLULAR_SENESCENCE	SP1
REACTOME_CELLULAR_SENESCENCE	STAT3
REACTOME_CELLULAR_SENESCENCE	SUZ12
REACTOME_CELLULAR_SENESCENCE	TERF1
REACTOME_CELLULAR_SENESCENCE	TERF2
REACTOME_CELLULAR_SENESCENCE	TERF2IP
REACTOME_CELLULAR_SENESCENCE	TFDP1
REACTOME_CELLULAR_SENESCENCE	TFDP2
REACTOME_CELLULAR_SENESCENCE	TINF2
REACTOME_CELLULAR_SENESCENCE	TNIK
REACTOME_CELLULAR_SENESCENCE	TNRC6A
REACTOME_CELLULAR_SENESCENCE	TNRC6B
REACTOME_CELLULAR_SENESCENCE	TNRC6C
REACTOME_CELLULAR_SENESCENCE	TP53
REACTOME_CELLULAR_SENESCENCE	TXN
REACTOME_CELLULAR_SENESCENCE	UBA52
REACTOME_CELLULAR_SENESCENCE	UBB
REACTOME_CELLULAR_SENESCENCE	UBC
REACTOME_CELLULAR_SENESCENCE	UBE2C
REACTOME_CELLULAR_SENESCENCE	UBE2D1
REACTOME_CELLULAR_SENESCENCE	UBE2E1
REACTOME_CELLULAR_SENESCENCE	UBE2S
REACTOME_CELLULAR_SENESCENCE	UBN1
REACTOME_CELLULAR_SENESCENCE	VENTX
REACTOME_DNA_DAMAGE_TELOMERE_STRESS_INDUCED_SENESCENCE	ACD
REACTOME_DNA_DAMAGE_TELOMERE_STRESS_INDUCED_SENESCENCE	ASF1A
REACTOME_DNA_DAMAGE_TELOMERE_STRESS_INDUCED_SENESCENCE	ATM
REACTOME_DNA_DAMAGE_TELOMERE_STRESS_INDUCED_SENESCENCE	CABIN1
REACTOME_DNA_DAMAGE_TELOMERE_STRESS_INDUCED_SENESCENCE	CCNA1
REACTOME_DNA_DAMAGE_TELOMERE_STRESS_INDUCED_SENESCENCE	CCNA2
REACTOME_DNA_DAMAGE_TELOMERE_STRESS_INDUCED_SENESCENCE	CCNE1
REACTOME_DNA_DAMAGE_TELOMERE_STRESS_INDUCED_SENESCENCE	CCNE2
REACTOME_DNA_DAMAGE_TELOMERE_STRESS_INDUCED_SENESCENCE	CDK2
REACTOME_DNA_DAMAGE_TELOMERE_STRESS_INDUCED_SENESCENCE	CDKN1A
REACTOME_DNA_DAMAGE_TELOMERE_STRESS_INDUCED_SENESCENCE	CDKN1B
REACTOME_DNA_DAMAGE_TELOMERE_STRESS_INDUCED_SENESCENCE	EP400
REACTOME_DNA_DAMAGE_TELOMERE_STRESS_INDUCED_SENESCENCE	H1-0
REACTOME_DNA_DAMAGE_TELOMERE_STRESS_INDUCED_SENESCENCE	H1-1
REACTOME_DNA_DAMAGE_TELOMERE_STRESS_INDUCED_SENESCENCE	H1-2
REACTOME_DNA_DAMAGE_TELOMERE_STRESS_INDUCED_SENESCENCE	H1-3
REACTOME_DNA_DAMAGE_TELOMERE_STRESS_INDUCED_SENESCENCE	H1-4
REACTOME_DNA_DAMAGE_TELOMERE_STRESS_INDUCED_SENESCENCE	H1-5
REACTOME_DNA_DAMAGE_TELOMERE_STRESS_INDUCED_SENESCENCE	H2AB1
REACTOME_DNA_DAMAGE_TELOMERE_STRESS_INDUCED_SENESCENCE	H2AC14
REACTOME_DNA_DAMAGE_TELOMERE_STRESS_INDUCED_SENESCENCE	H2AC20
REACTOME_DNA_DAMAGE_TELOMERE_STRESS_INDUCED_SENESCENCE	H2AC4
REACTOME_DNA_DAMAGE_TELOMERE_STRESS_INDUCED_SENESCENCE	H2AC6
REACTOME_DNA_DAMAGE_TELOMERE_STRESS_INDUCED_SENESCENCE	H2AC7
REACTOME_DNA_DAMAGE_TELOMERE_STRESS_INDUCED_SENESCENCE	H2AC8
REACTOME_DNA_DAMAGE_TELOMERE_STRESS_INDUCED_SENESCENCE	H2AJ
REACTOME_DNA_DAMAGE_TELOMERE_STRESS_INDUCED_SENESCENCE	H2AX
REACTOME_DNA_DAMAGE_TELOMERE_STRESS_INDUCED_SENESCENCE	H2AZ1
REACTOME_DNA_DAMAGE_TELOMERE_STRESS_INDUCED_SENESCENCE	H2AZ2
REACTOME_DNA_DAMAGE_TELOMERE_STRESS_INDUCED_SENESCENCE	H2BC1
REACTOME_DNA_DAMAGE_TELOMERE_STRESS_INDUCED_SENESCENCE	H2BC10
REACTOME_DNA_DAMAGE_TELOMERE_STRESS_INDUCED_SENESCENCE	H2BC11
REACTOME_DNA_DAMAGE_TELOMERE_STRESS_INDUCED_SENESCENCE	H2BC12
REACTOME_DNA_DAMAGE_TELOMERE_STRESS_INDUCED_SENESCENCE	H2BC13
REACTOME_DNA_DAMAGE_TELOMERE_STRESS_INDUCED_SENESCENCE	H2BC14
REACTOME_DNA_DAMAGE_TELOMERE_STRESS_INDUCED_SENESCENCE	H2BC15
REACTOME_DNA_DAMAGE_TELOMERE_STRESS_INDUCED_SENESCENCE	H2BC17
REACTOME_DNA_DAMAGE_TELOMERE_STRESS_INDUCED_SENESCENCE	H2BC21
REACTOME_DNA_DAMAGE_TELOMERE_STRESS_INDUCED_SENESCENCE	H2BC3
REACTOME_DNA_DAMAGE_TELOMERE_STRESS_INDUCED_SENESCENCE	H2BC4
REACTOME_DNA_DAMAGE_TELOMERE_STRESS_INDUCED_SENESCENCE	H2BC5
REACTOME_DNA_DAMAGE_TELOMERE_STRESS_INDUCED_SENESCENCE	H2BC6
REACTOME_DNA_DAMAGE_TELOMERE_STRESS_INDUCED_SENESCENCE	H2BC7
REACTOME_DNA_DAMAGE_TELOMERE_STRESS_INDUCED_SENESCENCE	H2BC8
REACTOME_DNA_DAMAGE_TELOMERE_STRESS_INDUCED_SENESCENCE	H2BC9
REACTOME_DNA_DAMAGE_TELOMERE_STRESS_INDUCED_SENESCENCE	H2BS1
REACTOME_DNA_DAMAGE_TELOMERE_STRESS_INDUCED_SENESCENCE	H2BU1
REACTOME_DNA_DAMAGE_TELOMERE_STRESS_INDUCED_SENESCENCE	H3-4
REACTOME_DNA_DAMAGE_TELOMERE_STRESS_INDUCED_SENESCENCE	H4-16
REACTOME_DNA_DAMAGE_TELOMERE_STRESS_INDUCED_SENESCENCE	H4C1
REACTOME_DNA_DAMAGE_TELOMERE_STRESS_INDUCED_SENESCENCE	H4C11
REACTOME_DNA_DAMAGE_TELOMERE_STRESS_INDUCED_SENESCENCE	H4C12
REACTOME_DNA_DAMAGE_TELOMERE_STRESS_INDUCED_SENESCENCE	H4C13
REACTOME_DNA_DAMAGE_TELOMERE_STRESS_INDUCED_SENESCENCE	H4C14
REACTOME_DNA_DAMAGE_TELOMERE_STRESS_INDUCED_SENESCENCE	H4C15
REACTOME_DNA_DAMAGE_TELOMERE_STRESS_INDUCED_SENESCENCE	H4C2
REACTOME_DNA_DAMAGE_TELOMERE_STRESS_INDUCED_SENESCENCE	H4C3
REACTOME_DNA_DAMAGE_TELOMERE_STRESS_INDUCED_SENESCENCE	H4C4
REACTOME_DNA_DAMAGE_TELOMERE_STRESS_INDUCED_SENESCENCE	H4C5
REACTOME_DNA_DAMAGE_TELOMERE_STRESS_INDUCED_SENESCENCE	H4C6
REACTOME_DNA_DAMAGE_TELOMERE_STRESS_INDUCED_SENESCENCE	H4C8
REACTOME_DNA_DAMAGE_TELOMERE_STRESS_INDUCED_SENESCENCE	H4C9
REACTOME_DNA_DAMAGE_TELOMERE_STRESS_INDUCED_SENESCENCE	HIRA
REACTOME_DNA_DAMAGE_TELOMERE_STRESS_INDUCED_SENESCENCE	HMGA1
REACTOME_DNA_DAMAGE_TELOMERE_STRESS_INDUCED_SENESCENCE	HMGA2
REACTOME_DNA_DAMAGE_TELOMERE_STRESS_INDUCED_SENESCENCE	KAT5
REACTOME_DNA_DAMAGE_TELOMERE_STRESS_INDUCED_SENESCENCE	LMNB1
REACTOME_DNA_DAMAGE_TELOMERE_STRESS_INDUCED_SENESCENCE	MRE11
REACTOME_DNA_DAMAGE_TELOMERE_STRESS_INDUCED_SENESCENCE	NBN
REACTOME_DNA_DAMAGE_TELOMERE_STRESS_INDUCED_SENESCENCE	POT1
REACTOME_DNA_DAMAGE_TELOMERE_STRESS_INDUCED_SENESCENCE	RAD50
REACTOME_DNA_DAMAGE_TELOMERE_STRESS_INDUCED_SENESCENCE	RB1
REACTOME_DNA_DAMAGE_TELOMERE_STRESS_INDUCED_SENESCENCE	TERF1
REACTOME_DNA_DAMAGE_TELOMERE_STRESS_INDUCED_SENESCENCE	TERF2
REACTOME_DNA_DAMAGE_TELOMERE_STRESS_INDUCED_SENESCENCE	TERF2IP
REACTOME_DNA_DAMAGE_TELOMERE_STRESS_INDUCED_SENESCENCE	TINF2
REACTOME_DNA_DAMAGE_TELOMERE_STRESS_INDUCED_SENESCENCE	TP53
REACTOME_DNA_DAMAGE_TELOMERE_STRESS_INDUCED_SENESCENCE	UBN1
REACTOME_ONCOGENE_INDUCED_SENESCENCE	AGO1
REACTOME_ONCOGENE_INDUCED_SENESCENCE	AGO3
REACTOME_ONCOGENE_INDUCED_SENESCENCE	AGO4
REACTOME_ONCOGENE_INDUCED_SENESCENCE	CDK4
REACTOME_ONCOGENE_INDUCED_SENESCENCE	CDK6
REACTOME_ONCOGENE_INDUCED_SENESCENCE	CDKN2A
REACTOME_ONCOGENE_INDUCED_SENESCENCE	CDKN2B
REACTOME_ONCOGENE_INDUCED_SENESCENCE	CDKN2C
REACTOME_ONCOGENE_INDUCED_SENESCENCE	CDKN2D
REACTOME_ONCOGENE_INDUCED_SENESCENCE	E2F1
REACTOME_ONCOGENE_INDUCED_SENESCENCE	E2F2
REACTOME_ONCOGENE_INDUCED_SENESCENCE	E2F3
REACTOME_ONCOGENE_INDUCED_SENESCENCE	ERF
REACTOME_ONCOGENE_INDUCED_SENESCENCE	ETS1
REACTOME_ONCOGENE_INDUCED_SENESCENCE	ETS2
REACTOME_ONCOGENE_INDUCED_SENESCENCE	ID1
REACTOME_ONCOGENE_INDUCED_SENESCENCE	MAPK1
REACTOME_ONCOGENE_INDUCED_SENESCENCE	MAPK3
REACTOME_ONCOGENE_INDUCED_SENESCENCE	MDM2
REACTOME_ONCOGENE_INDUCED_SENESCENCE	MDM4
REACTOME_ONCOGENE_INDUCED_SENESCENCE	MIR24-1
REACTOME_ONCOGENE_INDUCED_SENESCENCE	MIR24-2
REACTOME_ONCOGENE_INDUCED_SENESCENCE	MOV10
REACTOME_ONCOGENE_INDUCED_SENESCENCE	RB1
REACTOME_ONCOGENE_INDUCED_SENESCENCE	RPS27A
REACTOME_ONCOGENE_INDUCED_SENESCENCE	SP1
REACTOME_ONCOGENE_INDUCED_SENESCENCE	TFDP1
REACTOME_ONCOGENE_INDUCED_SENESCENCE	TFDP2
REACTOME_ONCOGENE_INDUCED_SENESCENCE	TNRC6A
REACTOME_ONCOGENE_INDUCED_SENESCENCE	TNRC6B
REACTOME_ONCOGENE_INDUCED_SENESCENCE	TNRC6C
REACTOME_ONCOGENE_INDUCED_SENESCENCE	TP53
REACTOME_ONCOGENE_INDUCED_SENESCENCE	UBA52
REACTOME_ONCOGENE_INDUCED_SENESCENCE	UBB
REACTOME_ONCOGENE_INDUCED_SENESCENCE	UBC
REACTOME_OXIDATIVE_STRESS_INDUCED_SENESCENCE	AGO1
REACTOME_OXIDATIVE_STRESS_INDUCED_SENESCENCE	AGO3
REACTOME_OXIDATIVE_STRESS_INDUCED_SENESCENCE	AGO4
REACTOME_OXIDATIVE_STRESS_INDUCED_SENESCENCE	BMI1
REACTOME_OXIDATIVE_STRESS_INDUCED_SENESCENCE	CBX2
REACTOME_OXIDATIVE_STRESS_INDUCED_SENESCENCE	CBX4
REACTOME_OXIDATIVE_STRESS_INDUCED_SENESCENCE	CBX6
REACTOME_OXIDATIVE_STRESS_INDUCED_SENESCENCE	CBX8
REACTOME_OXIDATIVE_STRESS_INDUCED_SENESCENCE	CDK4
REACTOME_OXIDATIVE_STRESS_INDUCED_SENESCENCE	CDK6
REACTOME_OXIDATIVE_STRESS_INDUCED_SENESCENCE	CDKN2A
REACTOME_OXIDATIVE_STRESS_INDUCED_SENESCENCE	CDKN2B
REACTOME_OXIDATIVE_STRESS_INDUCED_SENESCENCE	CDKN2C
REACTOME_OXIDATIVE_STRESS_INDUCED_SENESCENCE	CDKN2D
REACTOME_OXIDATIVE_STRESS_INDUCED_SENESCENCE	E2F1
REACTOME_OXIDATIVE_STRESS_INDUCED_SENESCENCE	E2F2
