BTLA	CD200	TNFRSF14	NRP1	LAIR1	TNFSF4	CD244	LAG3	ICOS	CD40LG	CTLA4	CD48	CD28	CD200R1	HAVCR2	ADORA2A	CD276	KIR3DL1	CD80	PDCD1	LGALS9	CD160	TNFSF14	IDO2	ICOSLG	TMIGD2	VTCN1	IDO1	PDCD1LG2	HHLA2	TNFSF18	BTNL2	CD70	TNFSF9	TNFRSF8	CD27	TNFRSF25	VSIR	TNFRSF4	CD40	TNFRSF18	TNFSF15	TIGIT	CD274	CD86	CD44	TNFRSF9
TCGA-BH-A1FC-01	1.45606277888691	3.67556713423253	4.3104842035805	5.43217345431807	3.99002804190725	2.2318845651167	1.43069319351844	4.57853741119187	3.22754695252	2.25507464226652	3.15092961452486	4.3959020210414	2.2902572530342	1.58889722367584	4.66081621297575	0.338432527028547	5.27707811043225	0.138980875087286	2.04602339744866	3.75569964954687	4.85841954001633	0.389765611354447	1.53985643968035	0.198898940242758	2.38745101389477	0.508873248680344	4.96753389375927	5.20340097363813	3.49979894949747	0	1.20702295491049	0.0785233982082751	1.36804112176421	1.68675943766756	1.2197376599208	5.20454802782103	2.72842954097849	4.39728328937234	2.67079077823599	4.54174035384984	3.05006155192847	1.59918376087921	3.66849641210059	2.65010189408049	4.49819801516325	6.12814953641218	2.89147958857676
TCGA-GI-A2C9-01	0.503888792683097	3.75901378630989	4.1914975645393	4.46677389980009	3.39022648732529	1.90471426391842	1.15453519768715	2.38712370343806	1.55000061857767	0.511243159969524	1.73672140958649	2.71590968069378	2.33915478325783	1.77153161229942	4.03303820104242	0.465574266673983	6.17917921154108	0	1.95033569431599	1.03411132767235	4.70495424664196	0.433245620294178	0.710282718563677	0.143169983286768	0.970237555469087	0.57516181926999	8.94476954182565	2.60192591163638	3.11559869115015	0.244452021608158	0.469704295179904	0	2.37941953510064	2.83937236787122	1.92510636046806	1.98527843760257	2.75399775100296	3.53585552184119	2.04021558051089	3.655307284143	5.20888861383405	2.87847198277202	1.21899513171399	2.28908945319201	4.13845016751403	8.53468390511694	1.38016874458812
TCGA-D8-A27M-01	2.450698898621	4.30562938788534	5.34121458863662	5.68848868835768	4.73187215290182	4.54408609705901	1.89613007734072	3.59948841490058	3.54273777320678	2.47460303015309	3.92575458830434	5.33003278148214	2.95624631089519	2.53553246570543	4.99815090003437	0.482801984142952	5.9697649810679	0.191759618766105	2.45846879338085	2.68854811299825	5.15742920053169	1.02155888231267	2.17957491073818	0.347928767200489	0.815323619263261	0.971146081128263	7.747066148455	8.66950597187284	4.8352137345018	0.134175181568266	0.851835055879828	0.426545514137123	1.83640661611647	1.18516651803963	2.11219759681906	5.4109798619516	2.93077156396623	5.20924624246422	3.24494700597204	5.67584941758406	3.42873478968362	3.73165539775843	3.71659741597068	4.40249879359022	5.05953814758152	7.97856168392574	2.89322079594683
TCGA-AR-A0U4-01	1.08405252254367	4.39732408432925	5.72339644617733	5.36034680812953	5.20599176952683	1.79554644204957	2.14079723486329	2.79444759883707	2.58942822741354	1.6983458016291	2.8138608994606	5.67378307252348	2.15873457154425	1.85584261158281	5.73028529425848	0.990952905698865	6.62414284508019	0	1.24465303967168	2.48020659050439	6.16658035541216	0.262241191712494	1.43025949680311	0.496773388996912	2.32461890189958	0.659005320771916	6.20868046025782	6.87923306389001	4.47012983847455	0.0240192026899565	0.043098248274369	0.367763954188745	3.16815100629303	2.4493421943988	1.65546076286489	3.24905719189949	1.32625339852196	5.42463659992921	3.54659620506564	7.12416621185418	2.88756497783584	4.0327556857743	2.4642963548418	3.12719488607475	5.60831388086005	8.64929179160202	4.23875990325853
TCGA-A2-A0YE-01	0.208832179609335	3.12749347810077	3.25350245487381	4.15677670965235	2.54525475537073	2.26239520307299	0.215661908978076	1.62829702392477	1.10689044101117	0.325989470434624	1.52311950346158	2.03400691115835	1.07588765470586	0.452743296271218	2.92020003314436	0.114229439037595	7.45293985702488	0	0.89797944631792	1.66859936645886	3.85833541312544	0.249150285510833	0.602371721366091	0	0.916483822704769	0.399872015797063	9.03590768771016	2.48310376715964	2.00686458964606	0	0.36374411850582	0	0.460332700151303	0.535641065274558	0.746564864786772	2.33427194315416	2.38348268052837	3.26660167834002	2.48986025721922	3.03972378331925	2.39096135257058	1.05168479117789	1.41349976690723	1.41576755275036	3.15109512133566	6.11382526147381	0.92632072929826
TCGA-GM-A2DH-01	2.61700086349772	4.2715678330591	4.93080152900673	4.36708906716039	3.88796086744953	4.22301406611079	1.65739225953982	3.96098182597357	4.25910572428078	2.95359165644162	4.55281609537387	5.51992695499544	3.46024280598449	2.23942494804256	4.4908356958785	1.42099663376385	6.59994614110814	0.662121546368992	1.95468395165637	3.18180243118413	6.10019801734697	1.06637154762535	1.69640159515194	0.539960958163418	0.454092264559588	1.60849254383899	7.73535385284612	5.32435850208463	3.66935548265525	0.227905551179004	2.26675895430629	0.0982445902249933	1.6603079199966	2.18318113372055	2.47675018231193	5.26095868483213	4.01162038031877	4.44016802615985	3.94734120142708	5.01789561359413	4.48590313294936	3.19271663766323	4.46559989783932	4.2748677242956	4.35413698028336	6.99303696384295	3.05382340129668
TCGA-BH-A42U-01	1.09499290138798	5.47152706998478	5.53229889208903	4.48199182953455	3.10583827313644	1.15220384307114	1.39226778224536	2.88366311244639	1.47953044373306	2.7688367363164	1.93971812206545	4.95701060240621	1.79529342805544	1.12267550766525	3.20434400060264	0.237877206373592	5.75692626299819	0.108069471366083	0.398002019046758	2.95907684212724	5.39078672232314	0.564388868378157	1.07118699321565	0.213108075151241	0.81822343063624	1.78759383347836	6.36304505684435	3.39289985465926	2.70375258463298	0	0.877116434411407	0.042809411636236	1.20080895140674	2.47009338332104	2.2549350640318	4.7138159094565	3.92562090983997	6.01007354929633	4.32455988153075	5.07843771460829	4.8473169742413	0.65227776611571	2.16951307376561	1.83684371140184	3.3911761002347	5.93343644814371	0.787676420756053
TCGA-D8-A1JL-01	2.24990221517523	4.52701945011793	5.3628331321341	5.38598587681367	4.67921048489252	3.66163230158729	1.67691125462639	5.24413412737257	4.42256423573053	3.29973331926317	4.14678898935118	5.15980153803253	3.18130093808577	2.02906936959435	5.4261703272517	0.528446155428165	6.87419060056432	0.521162231221531	3.08298426661253	3.28898693644564	6.47514413813918	0.364516207054994	1.81492035957029	0.35418074076291	0.649712010079063	0.680766938011769	10.1371078182238	6.61604714653596	4.83649400122044	0.05566642842908	0.961571218067695	0	2.45983229811125	2.2713448797826	1.82567498253646	4.72244313860501	2.97872026568313	4.9335093690689	2.82933825525979	5.09753060841319	4.70211791026957	3.48706655721368	3.97155291226816	4.23847238672994	5.42226013491075	8.14583227422017	3.31102705810513
TCGA-BH-A1EW-01	1.90799500572497	3.95601810886798	3.85194299306322	5.14593407487949	3.70293356007169	2.08873423696646	1.10215676414046	2.26582830555249	2.39765235364222	2.03826443323704	2.53621328483898	4.4078160394577	3.16620455125366	1.62693536444419	4.3663913678062	0.805802753814233	6.71505409054054	0.198075138985137	1.64806979875952	2.68723647124211	5.58032984487771	1.51639457475533	2.17971062584143	0.24881461047101	0.687300161006493	0.780788533905578	4.80682320374043	3.72076765650304	3.07007748164968	0	0.818632172748369	0	0.711070375269073	1.66769526866365	1.4511757717327	3.28548772511343	2.4551011457484	4.15063374350667	2.55102929157765	3.8151061678176	5.0131171496051	1.28704924068544	3.00071903388833	2.85689269201864	4.31941002332391	7.8109245714891	1.24203058356475
TCGA-A8-A08R-01	1.33908168116059	5.25922699630755	3.89884626913221	4.71547802542032	4.71836046333938	2.8324264030935	1.78262330667477	4.00411827619183	3.18763236462911	2.17484547682634	3.27363965859377	4.70977804759371	2.29651643851633	0.962704175473979	4.94552730466266	0.21760480730459	6.50367578468351	0.678505380567219	2.47365697199348	2.65647576630487	5.80088410765144	0.941788892568565	1.77338991751996	0.192363946391591	0.931943256082145	0.694373163764129	8.63211722668677	5.61636621713918	4.06086749102572	0.0192654510214054	1.06537075644349	0.0471399436197268	1.74639952505831	1.5083965637519	1.73199089830705	4.68123380128681	3.11951158941841	4.37694728961161	2.31221590188732	5.15209229000001	4.90548091453802	1.60388626202432	2.94340763127469	3.46330199482336	4.82697877933143	7.87593201927286	3.02492498215067
TCGA-E2-A1LH-01	1.86342072360393	3.65950398624504	4.67075433911655	3.67668879946947	3.84611726713385	2.03469516616578	1.13064810576082	3.77030962129134	2.17684059592266	2.3566827259648	2.68544203793898	5.04721014261693	2.26324645575037	1.38499233334903	4.05183946802683	0.0635445340177737	4.68115239419024	0.0625233940039932	1.07111413419232	3.01536100926875	5.21013792134157	0.776704743841822	3.03422620670948	0.208872950846128	0.512807172009472	0.961658571642891	5.49703791664175	6.26177465824836	2.86928250108093	0.120035939161336	0.524870610508035	0.118685811179504	2.02896679660066	1.54981862653107	1.95573883873909	4.99898772914182	3.25486984142267	4.37231154090082	4.11659978162452	5.29573427518516	3.72463996156659	0.72611808607814	3.32786025397702	2.40737838220774	4.15769093032913	6.18967615428763	2.1472023779802
TCGA-AR-A1AY-01	0.269344631565697	3.23196965563883	2.83028157780795	4.49725124323454	4.28008031256862	1.97179035438414	0.702927676141684	2.05670743559519	0.304201747583208	0.578766139255665	0.406434422667975	3.01055558638715	0.606456320189494	0.899669431587428	3.51217280017803	0.410399277711004	6.46327357160581	0.0683923029010783	1.23740417883654	0.574822752069791	3.42533133349661	1.7570354630821	1.00768303163312	0.086911030062324	0.422504245935436	0.149686238017418	6.4719231030109	1.77939083038575	2.9189887963944	0.0271825798924353	0.350321805250036	0	2.05384317609245	1.2432375338811	0.618431359951037	1.88399085771868	2.60192292229548	2.84565049256154	1.31216601110798	4.87464861285871	1.23852995079557	1.13619734809722	0.594229122727879	1.9340416412481	2.89343897388787	7.73438432030346	1.53947995202211
TCGA-E9-A5FL-01	0.329105298906997	3.12624517612184	3.64441861542397	4.10324231689918	2.75808205359138	1.59522731873421	0.391840836031019	1.92212760964189	0.946332066878163	0.385903549788509	1.19405293497659	1.89654109635654	0.619300986436419	0.740433912515767	2.9817618614934	0.0564015953185403	5.21399377728282	0	0.354485816902527	0.730296746362665	6.01265904065217	0.0787878628823603	0.933326495675112	0.053274075403997	0.105115381138397	0.527619000760578	2.62594066919518	1.43764416638959	1.18417282536137	0.0219962884001759	0.384334474237824	0	2.90895883740133	4.4973908684299	1.47194962089091	1.04756862400529	3.97193360386095	3.59110763879882	3.2205266472013	3.17418835135077	5.17561768301054	0.326863311771979	1.35861544352923	1.06016357849281	2.82515097440845	6.54625519997641	0.883589795161709
TCGA-AC-A7VC-01	0.389360511848893	4.1286238829057	4.53064178373336	5.64809874731698	2.83785262343821	2.57033585818673	0.849442360901763	2.64319777212828	0.0809823139175499	0.0593891864293299	0.282272500734156	2.54295079451844	0.686717902069635	2.7588233289734	3.32378400133794	0.368908172081938	8.11569856346689	0.0382505648841716	0.717274864107527	0.658029741532704	4.13179795074923	0.132438887822486	0.132099849474338	0	0.348283635977177	0	1.00650058148734	1.78040657076299	1.15503801353741	0	0.251126090364367	0	1.65224399731529	1.16236857936853	0.535463738183827	0.981698783861637	3.45147066382968	4.45718901411312	5.37225107529031	5.36417614526999	1.69128637205851	1.21185886062462	0.337153822703181	0.690100530177014	3.5261567529218	6.79057759655888	2.39769655191629
