logFC	AveExpr	t	P.Value	adj.P.Val	B
RELA	0.0988127671827046	5.99099047463016	0.663621570233165	0.508295852461775	1	-4.95802221974797
DOC2A	-0.120126737334772	0.832061461935361	-0.663584686978478	0.508319376443599	1	-4.95803780976167
INAFM2	0.121839570519271	5.60982642489011	0.663494628073706	0.508376818058512	1	-4.95807587274491
PTGFR	-0.208667077997446	1.72717515101899	-0.663311022058896	0.508493936829803	1	-4.95815345715408
TNFRSF1A	0.10376452937884	6.68620281844949	0.663282250731077	0.508512290809756	1	-4.95816561281787
NTF4	0.135461327172303	0.721429736284845	0.66310017009129	0.508628452958387	1	-4.95824252838553
PRR15L	-0.277035155524004	4.92320603324605	-0.663063223882661	0.508652025284512	1	-4.95825813286916
KRTAP4-9	-0.00604542578238057	0.00508243760465623	-0.663039857492605	0.508666933748894	1	-4.9582680013796
MAD1L1	0.11448195045168	3.72556677471476	0.662971877689337	0.508710308241794	1	-4.95829670986557
THAP6	-0.0857725481887379	2.58755495661169	-0.662915366996964	0.508746366367355	1	-4.95832057262564
IPO7	-0.149612351951746	6.39668648384446	-0.662759814530813	0.508845627698852	1	-4.95838624734442
TINF2	0.12040934187254	5.69873853579942	0.662696694273438	0.508885909008817	1	-4.95841289255783
RMDN1	0.106460105264654	4.62828287910659	0.662551560091386	0.508978535380177	1	-4.95847414912261
PCNP	-0.10440167888573	6.89764351324734	-0.662521287971566	0.508997856537555	1	-4.95848692435737
GAB1	-0.13763586292127	3.08943095779859	-0.662519049474525	0.508999285272046	1	-4.95848786900979
ALPP	-0.101237513502482	0.242017660460886	-0.662446956950592	0.509045299907074	1	-4.958518290581
GRK6	0.120130175605002	5.311744525622	0.662404476023784	0.509072415324734	1	-4.95853621513002
SGK1	0.14424288986615	4.33354777277795	0.66206907880758	0.509286525046233	1	-4.95867769385586
TMEM143	-0.0752228037122831	2.33063974657321	-0.66196238640958	0.509354644991579	1	-4.95872268444931
HIST1H1B	0.14740460880686	0.90668756942833	0.661923397262685	0.509379539616835	1	-4.95873912380147
CLPS	0.216831329919117	1.36863458715777	0.661886740387322	0.509402945672343	1	-4.95875457890283
PDGFRL	0.194320781933451	4.23584545202943	0.661879199319569	0.509407760846669	1	-4.95875775822774
ANGEL1	0.106925203304641	3.7067901617891	0.661862298236155	0.509418552730151	1	-4.95876488361841
COMMD6	-0.0981787322815642	5.99750253382792	-0.661821649752858	0.50944450858641	1	-4.95878202002668
IGIP	0.111783820925151	2.92981958814042	0.661812876564381	0.509450110747754	1	-4.95878571845216
RSRC1	-0.106135272970509	4.37432954110716	-0.661805116316807	0.5094550661181	1	-4.95878898982182
MAT2A	-0.116305058838805	6.67027935342569	-0.661753622089376	0.509487948831364	1	-4.95881069649944
TMPPE	0.127767208536369	1.62958875428797	0.661618363199646	0.509574326581133	1	-4.95886770504968
IFNL1	-0.133008251942916	0.618337982516792	-0.661535437226839	0.509627287821337	1	-4.95890265076275
WDR46	0.110769385280525	6.11275098892573	0.661473104263282	0.509667099117562	1	-4.95892891555282
ZNF24	-0.119411960180607	5.30350426578692	-0.66139914452132	0.509714338433972	1	-4.95896007625812
ZNHIT6	-0.121908875593573	4.23547391814231	-0.661208510156324	0.509836110478719	1	-4.95904037840071
SEPTIN2	-0.112014234962434	7.4171304206677	-0.661135205908754	0.509882939344017	1	-4.95907125072487
CD226	0.0901582894524867	0.924339258255633	0.661070034657924	0.509924574532054	1	-4.95909869496707
BNIP2	0.10459886130975	4.66562086131143	0.661003086227589	0.509967346962979	1	-4.95912688480949
ARL6IP5	0.113942318160474	7.57247411700726	0.660953785718028	0.509998845596394	1	-4.95914764187107
IFI30	0.104935336057922	1.35256821189186	0.660918849875865	0.510021167111591	1	-4.95916235002958
CBWD3	-0.0340969727524786	0.384199875553483	-0.660835233895833	0.510074593871615	1	-4.95919754963793
PCDHGA9	0.0908653279643982	0.730572136374332	0.660616523436196	0.510214353811426	1	-4.95928959879288
C11orf87	-0.0642700821466441	0.0727569657503131	-0.660607172315336	0.510220329799258	1	-4.95929353374778
CD74	0.208577362538026	10.7767011838424	0.660429641818381	0.510333790625909	1	-4.95936822818771
DEFB126	-0.068764652942237	0.122207012818616	-0.660285510890102	0.510425915417827	1	-4.95942885543512
PIPOX	-0.0926747441170643	0.958797993939591	-0.660223379176667	0.510465631133225	1	-4.95945498648657
MSLN	0.548288824500123	4.02867879036355	0.660163372998875	0.510503989722093	1	-4.95948022128113
SERTM2	-0.0182927615496362	0.059259047955367	-0.65994095720294	0.51064618100454	1	-4.95957373547129
WDR81	0.130903816613422	3.85934306501485	0.65981720319669	0.510725306504946	1	-4.95962575404766
LRP2	0.315680590176113	1.81393970621384	0.659814294092299	0.510727166598331	1	-4.9596269767402
GGA2	0.108730947442483	5.4892674126878	0.659765840973649	0.510758148250493	1	-4.95964734073435
NKX3-1	-0.211086088828581	2.56983174066686	-0.659745281348234	0.510771294684726	1	-4.95965598113641
GNA12	0.12904971128212	5.45961578841717	0.659698395636624	0.510801275469589	1	-4.95967568436074
PCDHGA10	0.143241134333261	1.09295585259876	0.659648053053457	0.510833467767667	1	-4.95969683875632
AXDND1	-0.0459011112340512	0.186306044511563	-0.659517596839932	0.510916894893152	1	-4.95975165017014
NAP1L3	0.156815670798478	1.82387828939496	0.65950334435624	0.510926009834807	1	-4.95975763772697
TCF7	0.171859790512096	2.9265909154592	0.659463443517257	0.51095152821843	1	-4.95977439963606
CIP2A	-0.158761481490749	3.70546659354815	-0.6594163935056	0.510981619687027	1	-4.95979416354573
OR10T2	0.00500486098151274	0.000797234492630348	0.659395252481485	0.510995141019244	1	-4.95980304362675
PSME3	-0.113349808764149	6.21420656840742	-0.65938027193714	0.511004722359307	1	-4.9598093358878
MYO15B	-0.166244412614696	2.30492108836306	-0.659289872512541	0.511062542546055	1	-4.95984730325347
CTSC	-0.182559559932517	5.4598997108831	-0.659137886006956	0.51115976212325	1	-4.95991112531619
HSF4	0.131040222313979	2.24836514668618	0.658954931384965	0.511276803727019	1	-4.95998793217643
FRMD1	-0.0378980690091528	0.130966282973676	-0.658922250517369	0.511297712159208	1	-4.96000164983214
FBXW11	-0.119702468784211	4.81730111513403	-0.658900770224942	0.511311454979554	1	-4.96001066572725
HMMR	-0.158923996123066	4.08072566547097	-0.658874743675996	0.511328106699446	1	-4.96002158942701
GRHL2	-0.178639169633583	5.45435194602185	-0.658844473701624	0.511347473713129	1	-4.96003429361363
MYMK	-0.0185525787784608	0.03520513261464	-0.658837729320023	0.511351788884655	1	-4.96003712412482
SLC35A1	-0.105604478249379	4.74591438286603	-0.658807331348297	0.511371238269756	1	-4.96004988132102
SLC44A2	0.163668567797503	7.64444659725145	0.658699385447429	0.511440307929102	1	-4.96009517855294
ZNF736	-0.12437394778962	2.83188734701234	-0.658460603639509	0.511593111054006	1	-4.96019535223585
ALKBH2	-0.123694525092331	4.73200027852095	-0.658432935601146	0.511610818163068	1	-4.96020695720091
SDHB	-0.0943931772738393	6.46899521813587	-0.658149303300164	0.51179235706703	1	-4.96032589490811
ARHGEF3	0.123895506887512	4.00843264803681	0.658144600296855	0.511795367512226	1	-4.96032786662718
HAAO	-0.185820652491663	2.93698143022204	-0.657954992114755	0.511916745636865	1	-4.96040734763896
IGFBPL1	-0.212660893886928	1.35622021135569	-0.657937380301552	0.51192802065313	1	-4.96041472910655
TDRD7	-0.152244834576608	3.95982474831521	-0.657878621364504	0.511965638852439	1	-4.9604393547528
MCM7	-0.1468002199192	7.18927350830859	-0.657864441993719	0.511974716880151	1	-4.96044529694704
PSMB2	-0.106156191589764	6.74149660035052	-0.657786744160382	0.512024462705861	1	-4.96047785577661
RXFP2	-0.00816183730942261	0.0161905791814507	-0.657643575768755	0.512116132569989	1	-4.96053783970086
RBM6	0.093793575030257	4.80078289633407	0.657630204674732	0.512124694444398	1	-4.96054344119041
TMX2	-0.105698969844529	6.96229159143273	-0.657577364575832	0.512158530134207	1	-4.96056557614192
SRPK2	-0.124658513392188	4.94211452926307	-0.657497732309107	0.512209524183828	1	-4.96059893112656
REPS1	-0.124165940587657	4.39819044739229	-0.657493072811219	0.51221250806579	1	-4.96060088269256
BCAT2	-0.112978433926348	4.23793569542978	-0.657449022303037	0.512240717893412	1	-4.96061933195997
RHOXF1	-0.067206296305869	0.380501783764591	-0.657390498193455	0.512278197846789	1	-4.96064384118022
ZBTB38	0.164494084792813	3.98471508438545	0.657314972797522	0.512326567889396	1	-4.96067546715179
SVOP	-0.0396619130508529	0.0452442529679798	-0.657293896870901	0.512340066342293	1	-4.96068429197403
RHBDD1	-0.0954710973419224	3.82204042099036	-0.65728528577405	0.51234558152685	1	-4.96068789749527
CLEC2A	-0.0186623631776778	0.0330003258717115	-0.657093942102405	0.512468140287415	1	-4.96076800225399
ZNF479	-0.04507359001822	0.0378937261215124	-0.657062374460113	0.512488361368613	1	-4.96078121562024
MORF4L2	0.079726461580794	8.29474299969703	0.657057443386691	0.512491520072606	1	-4.96078327957825
SLK	-0.131252493677658	5.00094795715083	-0.657045150190721	0.512499394785619	1	-4.96078842497138
SCYL1	0.108574230774314	6.28321532766964	0.65691246760302	0.512584391991849	1	-4.9608439540258
ZFP30	-0.145307832564513	2.74464798655254	-0.656877663473977	0.512606688943989	1	-4.96085851808159
HEY1	-0.182635914063697	3.32670506446303	-0.656687326839504	0.51272863545836	1	-4.96093815240588
TBC1D3C	-0.0163144267601737	0.0713918564934038	-0.656486997566002	0.512857000690655	1	-4.96102194285162
DLL1	0.174998571739401	2.6025920172002	0.656483798497932	0.512859050699049	1	-4.96102328070017
FAM20B	-0.129963873539609	5.82259710794072	-0.656454072088916	0.512878100012352	1	-4.96103571196006
ZNF75D	0.107816699272061	2.90787549872317	0.656319457956019	0.51296436828006	1	-4.96109199914895
TAF7	-0.0964360396458011	6.74661501507554	-0.655907063133202	0.513228701634479	1	-4.96126436570297
ZNF44	-0.0992079958197407	2.66241061256296	-0.655796971905726	0.513299279136107	1	-4.96131036184016
ANKRD37	0.127495565848815	2.48146342190683	0.655623525432014	0.513410482934577	1	-4.96138281231151
TMIGD1	-0.0202062507331012	0.0320785373241354	-0.655598389839875	0.51342659946991	1	-4.96139331014742
SLC6A20	-0.159552548194651	0.737067782028411	-0.655544037879334	0.513461449980992	1	-4.96141600878654
TMEM238	0.171205704732952	3.37005900821761	0.655490389462577	0.513495850603278	1	-4.96143841178322
ADAMTS16	-0.271549863009041	1.8098550165878	-0.655490309923406	0.513495901606561	1	-4.96143844499658
DYNC2H1	-0.141333496758081	1.86744532162527	-0.65535141968696	0.513584966934724	1	-4.96149643561637
FAM111B	-0.209950399358683	4.7183324299329	-0.655281108173036	0.513630058293999	1	-4.96152578803478
PLA2G2E	-0.0129658990302435	0.0228838133208561	-0.655230788581529	0.51366232994893	1	-4.96154679266257
CRCP	-0.0965297517955657	5.56494267329975	-0.655154823448946	0.513711050982111	1	-4.96157849934245
KRTAP11-1	-0.0326082124390802	0.0325273751630497	-0.654953631838125	0.513840099102882	1	-4.96166245605541
NOL10	-0.104294900468361	5.51663590793733	-0.654928641089493	0.513856129837216	1	-4.9616728828453
PPP1R2	-0.123668046161527	5.250449567982	-0.654812540893019	0.513930607711352	1	-4.96172131770172
SNX25	-0.106265161198179	3.34420243988682	-0.654743285794542	0.513975037327233	1	-4.96175020560275
LRWD1	-0.113622952820513	3.7218000153514	-0.654740126539966	0.513977064150023	1	-4.96175152332869
MCC	-0.167854113921386	2.68265664619651	-0.654710798733689	0.513995879633259	1	-4.96176375566426
TGFBR3L	0.110844553603645	0.606599811300659	0.654665081238014	0.514025210773979	1	-4.96178282289446
APEX2	-0.0987768765793273	5.53514172132383	-0.654643707253592	0.514038924061941	1	-4.96179173681266
TAF1B	0.108562430559838	3.60507555341936	0.654588582110402	0.514074292572207	1	-4.96181472516129
CALCR	-0.0432421359353916	0.198380030962178	-0.654394078097534	0.51419909736503	1	-4.96189582213687
FBXL22	0.127427466677869	1.38659530447301	0.654318738716742	0.514247443669866	1	-4.96192722791314
RBBP8NL	0.155665688549049	3.22236509637791	0.654134698168921	0.514365555064101	1	-4.96200393152509
SLC17A1	0.0425157170513751	0.0483518943505423	0.654070303356272	0.514406884990594	1	-4.96203076466976
UBQLN1	-0.119594035270039	6.16783961772268	-0.653952938392031	0.514482216759532	1	-4.96207966360943
POLR3B	-0.102950365139	3.53131831967308	-0.653932413823389	0.514495391237475	1	-4.96208821407378
AGPAT4	0.136305071123444	2.6821962185259	0.653885169403188	0.514525717547597	1	-4.96210789492668
CNTNAP5	-0.055972502586455	0.0569148305516308	-0.653716076227818	0.514634266590943	1	-4.96217832341575
TMA7	0.0938098220501642	7.42447712924125	0.653669096386266	0.514664427352157	1	-4.96219788764822
WDHD1	-0.151046949070998	3.55952707514015	-0.653579430075018	0.514721995141003	1	-4.96223522432389
CXCR1	-0.101333859476516	0.366041958593615	-0.653555841402002	0.514737140163089	1	-4.9622450457062
DDB2	0.116505157367585	3.80338677821907	0.653518079098415	0.514761385801903	1	-4.9622607676925
CLEC18A	0.0498351745501214	0.150371286359389	0.653474717731469	0.514789227113269	1	-4.96227881968827
ASB16	-0.0967915677158355	1.24089658618251	-0.653321671087465	0.51488750109317	1	-4.96234252585561
SMIM10L2A	-0.143998206826018	1.48375784816163	-0.653089366168485	0.515036687098374	1	-4.9624391953209
PPM1K	0.136792760745226	2.85098037772624	0.652869360709618	0.51517799537777	1	-4.96253071522086
UGT3A1	-0.00716364562626002	0.0111823427269156	-0.652825500764901	0.515206168814865	1	-4.96254895683698
POLDIP2	-0.101758988597208	7.39742912698649	-0.652818193204674	0.515210862905245	1	-4.96255199597759
F5	-0.194368948863022	1.51826977997243	-0.652770029519038	0.515241801932879	1	-4.96257202592648
RAB33A	0.122975519026348	1.75192251306996	0.652709858623788	0.515280455435574	1	-4.96259704728792
CALHM6	0.233875608149179	4.58562994027882	0.652675060978714	0.515302809976981	1	-4.96261151643893
CDKN2C	0.179423061876558	4.68415467036847	0.652440329719937	0.515453618271812	1	-4.96270909970988
DIO1	0.25469641454965	1.05697303660517	0.65242183174037	0.51546550369529	1	-4.96271678827571
CSDE1	-0.125999106332067	8.67776867123766	-0.652356292087555	0.515507615753474	1	-4.96274402767316
ADO	-0.103698248789572	4.89823659384594	-0.652271265297483	0.515562251836044	1	-4.96277936222142
CCDC141	0.0248895048813556	0.150706491657269	0.65219801233481	0.515609324794754	1	-4.96280980026999
MS4A4E	0.0795052287239875	0.559036751358018	0.652157724244589	0.515635215217718	1	-4.96282653932285
MINDY4	-0.0710794296468467	1.17799570858346	-0.652102028475731	0.515671008236645	1	-4.96284967833285
RAPH1	-0.155734042763316	1.53163292976209	-0.652003382894884	0.515734406261415	1	-4.96289065619902
KPRP	-0.0637389527057784	0.0837826762399045	-0.652003040604109	0.515734626253662	1	-4.96289079837763
ABHD8	-0.154418040040691	4.25667649504566	-0.651919793365324	0.515788131197429	1	-4.96292537490427
MFSD4A	0.221021874310738	2.19969152385922	0.651655560406819	0.515957979221806	1	-4.96303509443957
RAP1GDS1	-0.104801501752609	4.78484300396086	-0.651633822908995	0.515971953318421	1	-4.96304411871255
PARD6G	-0.137250072805419	3.28781910875429	-0.651631331761924	0.51597355478177	1	-4.96304515288758
SLC12A4	0.127931755855902	3.88603797195228	0.651595329992924	0.515996699236393	1	-4.96306009822855
R3HDML	-0.120523015949965	0.268796932411502	-0.651476498421704	0.516073096353233	1	-4.96310942273608
ABTB1	0.143093159281964	3.49607478507632	0.651417123913967	0.516111270601301	1	-4.96313406452059
EXOSC4	0.141152482130357	6.02054838449862	0.651407452350611	0.516117488977142	1	-4.96313807823101
LCE1B	0.0398563156690342	0.0505791777048177	0.651301247248708	0.516185776622889	1	-4.96318214959623
LRRC37A2	-0.0892440805540093	1.17275685994511	-0.651267809964251	0.516207277075947	1	-4.96319602341596
DCHS1	0.210291412170251	3.28284521581009	0.651213217598784	0.516242381434117	1	-4.96321867340059
CYBC1	0.115206490369453	4.97418669402195	0.651200967997211	0.516250258429453	1	-4.96322375541514
MSH6	-0.142553849644676	5.17160668813002	-0.651114088655224	0.516306127215766	1	-4.9632597964911
ZNF22	-0.117320511867176	5.40142024909899	-0.650783667101354	0.516518637709359	1	-4.9633968252878
PREP	0.122977835469401	5.86765579046916	0.650668672616022	0.516592607143748	1	-4.96344449838945
DPYSL3	0.196002833723318	5.99921562072144	0.650626216827592	0.516619917952152	1	-4.96346209711836
CHERP	-0.105664504963765	5.02613038685355	-0.650605977798093	0.516632937509882	1	-4.96347048617961
GFY	0.0611784725593222	0.205677297731677	0.65057384207743	0.516653610439649	1	-4.96348380587903
ZNF211	0.113907219594199	3.23698039413918	0.650485286030188	0.516710580849781	1	-4.96352050745667
MBTD1	-0.141390125781958	3.77745831498302	-0.650379536484709	0.516778616606345	1	-4.96356432830914
ZNF267	0.103079886605357	3.45646262083481	0.650194913117618	0.516897408442188	1	-4.96364081625963
CRIP2	0.192390529955533	5.94725702054173	0.650189470921396	0.516900910320886	1	-4.96364307059088
ANAPC13	-0.0912898113700775	6.01219743045685	-0.65014005202939	0.516932710362709	1	-4.96366354061745
UPRT	0.107780305417696	4.05065588568402	0.65007262859661	0.516976097613013	1	-4.96369146590398
GFPT1	-0.134214073484114	5.8524030217291	-0.650051427777837	0.516989740820233	1	-4.96370024621928
TRIAP1	-0.0940810085076134	6.00216361917803	-0.649994386713472	0.517026448975788	1	-4.96372386835881
PLK1	0.175266652523351	5.24713842726903	0.649960987074244	0.517047943584783	1	-4.96373769903717
TCF23	0.0322125276284243	0.138655007386665	0.649886731217113	0.51709573322501	1	-4.96376844561774
IZUMO3	0.00492376018508907	0.00133095305076202	0.649865059806053	0.517109680964995	1	-4.96377741828525
RAB3C	0.075662386972992	0.370363261763156	0.649831747293913	0.517131121313303	1	-4.96379121016893
ADSSL1	-0.158995255135154	1.68169003619934	-0.649827215450495	0.517134038100301	1	-4.96379308636655
SUMF1	-0.111863839523933	4.28139160433699	-0.649769899352322	0.517170928657014	1	-4.96381681429628
DDX21	-0.151614613937628	6.57794877401925	-0.649618300644212	0.517268509309742	1	-4.96387956370326
RPL10	-0.0945689542051333	9.62779659179545	-0.649587791362041	0.517288148610915	1	-4.96389219028719
THEM5	0.204870388616549	3.08733388246997	0.649529404450999	0.51732573426771	1	-4.96391635268145
GDPD4	-0.0319243726409495	0.0933728151450617	-0.649517875956951	0.517333155724034	1	-4.96392112329145
CDHR2	-0.05847523044139	0.500216346637088	-0.649500927066791	0.517344066656271	1	-4.96392813676521
MAN1A2	-0.141177429921574	4.56564853351182	-0.649378562528613	0.517422843017669	1	-4.96397876600248
ZNF512B	0.121844216574635	4.75511187894862	0.649353395931378	0.517439045656523	1	-4.96398917769856
PACRG	0.104414767227824	0.707763367358792	0.64933595244766	0.517450276193358	1	-4.9639963940239
PF4	-0.0755560110236612	0.25551547807343	-0.649329475481273	0.51745444625357	1	-4.96399907347976
SCARF2	0.202400169607089	3.26869660536945	0.649287267221168	0.51748162159646	1	-4.9640165339646
ATP10B	-0.0818769102344301	0.415665975433177	-0.649276513700858	0.517488545256697	1	-4.96402098224317
POLI	-0.0959031591934973	2.72366701428179	-0.64915622387328	0.51756599724303	1	-4.9640707361101
SDCBP2	0.182482929705525	2.7513141958122	0.649093749002386	0.517606225843253	1	-4.96409657315241
NGLY1	-0.0991395701954731	3.70676477057814	-0.648940096154907	0.517705172422706	1	-4.96416010719307
LEUTX	0.0128212465108835	0.0220002242330749	0.648854315042421	0.517760416504728	1	-4.96419557041915
TUBA3C	-0.0737432435902533	0.0873609881223827	-0.64884223649486	0.517768195484827	1	-4.96420056350308
ILF2	0.135161671535796	9.12936170896258	0.648832796962964	0.517774274895091	1	-4.96420446559489
RALGAPA1	-0.11680777220104	2.27265135086318	-0.648712492047083	0.517851759021517	1	-4.96425419204065
KLHDC4	-0.093624701994047	3.3127313781273	-0.648644372254821	0.517895635257352	1	-4.96428234440882
TRIM14	-0.178452530359952	5.0890446753848	-0.648615220424758	0.51791441266534	1	-4.96429439130623
EMC7	0.0706400073940108	6.50083974434643	0.648591117232253	0.517929938391707	1	-4.96430435146613
SRSF8	-0.0959045782189003	5.47093243885819	-0.648556157774514	0.517952457459434	1	-4.96431879710846
NDST3	-0.0744366723693349	0.312955352553557	-0.648548165061717	0.517957606022152	1	-4.96432209967931
NCOA6	-0.122612613599246	4.82040632494451	-0.648439188103714	0.518027806979952	1	-4.96436712469275
TFG	-0.0969287825869927	6.59622881954753	-0.648396957320295	0.518055012616779	1	-4.96438457078607
ZNF771	-0.0885431091859785	1.64204385798003	-0.648369443503848	0.518072737789034	1	-4.96439593650129
ZNF385B	-0.164344189713912	0.773949131320187	-0.64833638546197	0.518094035127171	1	-4.96440959185585
MRPL40	-0.0830275139326506	5.51739477801078	-0.648302421100917	0.518115916830923	1	-4.96442362086782
OR1C1	0.0185784024097544	0.0467300094237185	0.648117873200863	0.518234821172069	1	-4.96449983584037
TRIM64B	-0.00553019031880921	0.0046492750467865	-0.648095933706652	0.518248957754395	1	-4.96450889502956
PIP4K2A	0.117840878035656	4.65185967799161	0.648093958703159	0.518250230346037	1	-4.96450971052709
MRFAP1	-0.094734451630913	8.10785804556114	-0.647907314347607	0.518370501849092	1	-4.9645867666388
LPXN	0.1541957871772	4.84787805744661	0.647901997785101	0.518373927995762	1	-4.96458896125955
RPS6	-0.140841908511874	10.9497529751103	-0.647890581280413	0.518381285161714	1	-4.96459367381162
EMX2	0.109464628759429	0.934349647089007	0.647817062942074	0.518428664074005	1	-4.96462401904691
ARSI	0.174446303353974	2.45118980569602	0.647764927122594	0.51846226439104	1	-4.96464553642452
KRBOX4	-0.100921791384022	3.20168283560161	-0.647746725137847	0.518473995413384	1	-4.96465304830284
KIF15	-0.164624632752149	3.680566394339	-0.647678067426679	0.518518245967903	1	-4.96468138115518
THOC6	0.109879191851527	5.851238639135	0.64767397066203	0.518520886434615	1	-4.96468307166558
PDE7B	0.125034671971815	1.25780618376747	0.647672329437738	0.518521944246468	1	-4.96468374890601
ELAVL1	-0.087613876804534	5.76838520855047	-0.647570308260671	0.518587701774113	1	-4.96472584393926
JPH1	-0.174781534699405	3.14492828038684	-0.647482689236656	0.518644179911083	1	-4.96476199125023
PLCXD3	-0.115080678734384	0.362538135862676	-0.647475208234776	0.518649002221417	1	-4.96476507732028
OR1I1	-0.0121245707272352	0.0101932231777641	-0.647397423048061	0.518699144531681	1	-4.96479716324861
RPRD1A	-0.133179332000836	4.71939204953149	-0.647119482089996	0.518878333080958	1	-4.96491178107021
GPR15	-0.163320728613718	0.794141561509972	-0.647018860939213	0.518943211529823	1	-4.96495326340107
GRK3	-0.136023083943411	3.18033290569826	-0.647016524627982	0.518944717985699	1	-4.96495422649882
BCL7B	-0.0790363983238835	5.48276993790222	-0.646949886798392	0.518987687090214	1	-4.9649816951668
CCND1	-0.262332772818496	6.60097967359505	-0.646948200065524	0.518988774745852	1	-4.96498239041579
EME2	0.11135762334963	2.3635168549569	0.646684194197449	0.519159028305821	1	-4.96509118802592
GOLIM4	-0.165128292486276	5.25202347856096	-0.646454456118134	0.519307206842512	1	-4.96518582800952
POLD2	-0.12016124739764	6.61280148019098	-0.646255287986028	0.519435686001974	1	-4.96526784784875
MARF1	-0.11530047928257	4.63324700843716	-0.646221022861915	0.519457791386606	1	-4.96528195611796
NDFIP1	-0.0861844705878214	5.82611340933108	-0.646210219390096	0.519464761108788	1	-4.96528640416921
ZNF823	-0.116563955365789	3.24758169472651	-0.646209755758351	0.519465060215996	1	-4.96528659505598
EFCAB14	0.116798038488223	6.02806207088973	0.646151771170617	0.519502469080902	1	-4.96531046744169
CD81	0.114895592435631	7.83753684687586	0.646133433321107	0.51951430007195	1	-4.96531801673441
OR4E1	-0.0059137136224264	0.00497170614274786	-0.646095827211524	0.519538562765813	1	-4.96533349768617
CD101	-0.108431408109118	1.78103233682382	-0.645940726862956	0.519638636604734	1	-4.96539733695596
CENPT	0.0927310515338626	3.89181124587881	0.645889436086775	0.519671732654289	1	-4.96541844489015
IFNL2	-0.0899049014773661	0.358241725492931	-0.64579540434053	0.519732410740609	1	-4.96545713790756
DNASE1	-0.100838248733942	2.09085163846433	-0.645788884507019	0.519736618084918	1	-4.96545982053978
EBF2	0.111957867113259	0.966825821699332	0.645780141635088	0.519742260016516	1	-4.96546341781501
NBN	-0.133317244173256	5.74456721149057	-0.645577006625837	0.519873355684516	1	-4.96554698462045
HIST1H4E	0.220314286799767	2.45069407848726	0.645503186567733	0.519921000645322	1	-4.96557734667778
SLC16A13	-0.130702204201288	3.25556555955554	-0.645300499467509	0.520051830740487	1	-4.9656606938448
MT4	-0.0746777651466608	0.076933920518317	-0.645295316412559	0.520055176514802	1	-4.96566282483429
SGTA	-0.0954324596749991	6.12822485196151	-0.645235716157599	0.520093650579567	1	-4.96568732799084
ATR	-0.120078757075404	3.60358234612505	-0.645130998394611	0.520161253187785	1	-4.96573037465797
POLR3D	0.115239792724704	4.25879574343329	0.645113646394779	0.520172455555413	1	-4.9657375069323
LRRC7	-0.0513334221370643	0.254471136933316	-0.645063190108137	0.520205030607534	1	-4.96575824513888
FDX2	-0.103105345749532	2.73526443277353	-0.64500477292135	0.520242746622741	1	-4.9657822533759
GPHB5	-0.00931655972411112	0.0144604747985075	-0.644944154078702	0.5202818856081	1	-4.96580716417172
CIB1	0.132326787093608	7.49198250654388	0.644795893467486	0.520377617603755	1	-4.96586808083804
VWC2L	-0.0604135218843063	0.0623351842415619	-0.644622884136659	0.520489341498912	1	-4.96593914862088
PCDHA1	0.0906947438793577	0.446370664638827	0.644593797421735	0.520508125999561	1	-4.96595109484143
PCNX2	-0.133341515564684	2.77173995218867	-0.644332432044848	0.520676934339181	1	-4.96605841641767
PNKP	-0.104888091668655	4.33473871776512	-0.644076399044755	0.520842326360854	1	-4.96616350664272
DHX32	-0.121964839811204	5.14094197608333	-0.643931476924656	0.520935955204899	1	-4.96622297243973
VDAC3	0.125878975103477	6.87578813035319	0.643862068095094	0.520980800804003	1	-4.966251448227
PPP4R3B	-0.121929318685774	5.84279360346358	-0.643803685125274	0.521018524067066	1	-4.96627539817294
HORMAD2	-0.0299275413383939	0.0624010927996854	-0.643802646947497	0.521019194882658	1	-4.96627582403627
MX2	0.188365633742829	3.38763654213336	0.643789591922702	0.521027630387933	1	-4.96628117918466
FREM3	-0.0660978814325243	0.10212034869056	-0.643735502748058	0.521062580871598	1	-4.96630336532438
PENK	-0.169829268818984	0.434498152200689	-0.643617526818917	0.521138816927308	1	-4.96635174994466
CHRFAM7A	-0.0273050120103343	0.150170380171164	-0.643594612377612	0.521153624916182	1	-4.9663611466617
ZC4H2	-0.173055341560034	2.81602821966405	-0.643593376744346	0.521154423425138	1	-4.96636165335878
TM9SF2	-0.149577693904887	7.79470172088071	-0.643415209936264	0.521269567660391	1	-4.96643470427796
ANXA5	0.114697364641065	8.58158710837766	0.643322109447065	0.521329741186646	1	-4.96647286883462
HVCN1	0.13997111716275	2.67090120150212	0.643317433653773	0.521332763382	1	-4.96647478543201
GZF1	-0.0880428901592958	3.81711632029645	-0.643278266741331	0.521358079244241	1	-4.96649083932174
SNPH	-0.202343457714647	1.88625433221856	-0.643153332937466	0.521438835540191	1	-4.96654204121997
POM121C	-0.105347283915435	4.14607578209311	-0.643141754901462	0.521446319828156	1	-4.96654678577371
C5orf34	-0.124995680811187	2.94441320625715	-0.643101268190892	0.521472491736778	1	-4.96656337612434
TRPM7	-0.119141200869198	3.58305897275246	-0.64287854256394	0.521616480976297	1	-4.96665462452749
PDZD9	-0.0283096896564244	0.195321348089318	-0.642818475671562	0.52165531699471	1	-4.96667922795951
NPY2R	-0.0970521376452133	0.173268822096095	-0.642815968430553	0.521656938074522	1	-4.9666802548773
