p.value	HR	Low 95%CI	High 95%CI	coef	Gene	type
0.0260539009430176	1.45598302370903	1.04582989507609	2.02698983392004	0.375681290166023	CFI	Risk
0.637380097107789	1.10319750962488	0.733328235087482	1.6596180087043	0.0982127900840328	CES1	None
0.125628460611283	1.22755476553064	0.944266315129669	1.59583231788804	0.20502419519487	CIDEA	None
0.597763225588267	1.1069552112494	0.7589251319098	1.61458592974601	0.101613193332017	ISLR	None
0.181696099997717	1.26624888436878	0.895507094994426	1.79047854129526	0.236058895529059	CEMIP	None
0.046551087075775	1.60248669594778	1.00722786390303	2.54953591210108	0.471556607717558	GPC1	Risk
0.15574847874529	1.22306633869809	0.92620147777444	1.6150819284491	0.201361097832559	IL33	None
0.00795594551989623	1.41007278664435	1.09401871593368	1.81743258563733	0.343641324791304	TNC	Risk
0.532721178056845	1.1075488216312	0.80350515703685	1.52664159222117	0.102149304702514	ITM2A	None
0.349129671953717	1.17387188177418	0.839227778178264	1.64195612996898	0.160307585786585	TP63	None
0.97060837898778	0.996315473160737	0.818690069450593	1.2124790065252	-0.00369133142787919	CCL21	None
0.512984552800977	1.12678135028604	0.788005038500907	1.61120316409115	0.119365205841256	WLS	None
0.861619688639009	1.02741871923345	0.757982962516187	1.39262922365324	0.0270495588903535	CSF2RB	None
0.392868236371438	1.16392021164752	0.821679582761354	1.64870867854467	0.151793800265244	NGFR	None
0.005477013757147	1.83966636279889	1.19654050601645	2.82846448523586	0.609584230613785	COL16A1	Risk
0.362052806461104	0.825650529972193	0.546863146070989	1.24656196443501	-0.191583682188537	MATN2	None
0.789370656112777	1.04618794389957	0.751155520523892	1.45710067230477	0.0451530281827254	CHRDL1	None
0.496667911983654	1.149558044171	0.769124115211069	1.7181670302401	0.139377559092846	FN1	None
0.580794957071182	1.11527165145287	0.757209891450455	1.64265003743125	0.109098008828254	CCN2	None
0.749167725998605	1.04785304225902	0.786793134429669	1.3955332731359	0.0467433492140696	PRG4	None
0.568502041828898	1.12377768242742	0.752477119206892	1.67829193378401	0.116695940473518	COL12A1	None
0.471033553855039	1.14783779499096	0.788961822539788	1.66995609415976	0.137879994352619	SPOCK1	None
0.533764063030923	1.090687131138	0.829766649334421	1.43365417130737	0.086807893164698	CALML3	None
0.391356416055869	1.16603675993404	0.820671689276185	1.65674257231493	0.153610613961398	STEAP4	None
0.473325807427469	0.87817907746162	0.615716486528691	1.25252207625499	-0.129904745481731	SELE	None
0.984807457910481	0.996891274385978	0.723550209962601	1.37349447110003	-0.00311356773932363	TAGLN	None
0.406587451855671	1.16321891931948	0.813939740808253	1.6623813612039	0.151191092554356	AMIGO2	None
0.156092108974868	1.1813879890077	0.938329106276469	1.48740731928275	0.166690009094524	SNCG	None
0.175823946055064	1.29558167696834	0.890502068144909	1.88492755013226	0.258959765708346	LRRC15	None
0.675126369281026	1.06534622895688	0.792381569467393	1.43234349622181	0.0632998439407054	GPD1	None
