p.value	HR	Low 95%CI	High 95%CI	coef	Gene	type
0.493697996833211	1.07643834700203	0.871735618673326	1.32920978571451	0.073657764470196	CCL19	None
0.831058769919951	1.03195762364205	0.772951041497759	1.37775419117024	0.0314576038539321	IGF2	None
0.916354806589004	0.981688038613728	0.695322043992882	1.38599288413634	-0.0184817007179519	CCDC8	None
0.780776292436886	1.03996508422889	0.789160211780911	1.37047884608183	0.0391871397328609	THBS4	None
0.176153661855314	1.26653613080696	0.899355544747545	1.78362581963036	0.23628571812765	SEMA3C	None
0.932670279590455	0.986760322351629	0.724318769689227	1.34429200859348	-0.0133281035345554	SELL	None
0.334548478433539	0.862175244883858	0.637948833473025	1.16521281000504	-0.148296728651854	SOD3	None
0.165575467115204	1.18671434702648	0.931654060820725	1.51160285846646	0.171188435467129	TSPAN1	None
0.141722498410069	1.21119436462894	0.938035548716081	1.56389786177807	0.191606950973033	MLPH	None
0.0913124722154392	0.774654268181553	0.575955040763286	1.04190291383964	-0.255338454735674	ROPN1	None
0.83694568107332	1.03322169659643	0.756869271299364	1.4104774956511	0.0326817814348867	ASPN	None
0.142771854518888	1.20825064952134	0.938174160840635	1.55607529284397	0.189173569314886	ITGB6	None
0.83710332421985	0.9625935505194	0.669277607904446	1.38445740983738	-0.038124022198528	BPIFB1	None
0.565960426443898	1.07472834744717	0.840289763874887	1.37457466514909	0.0720679295964461	LAMB3	None
0.0282634533388393	1.30919304483816	1.02911121903698	1.6655016454456	0.269410951102638	AQP3	Risk
0.20300201298837	0.817609302649508	0.599656435768012	1.11477995049424	-0.201370681601453	UGT8	None
0.0229119174914493	1.21422060197819	1.02723574542709	1.43524179024289	0.194102391102936	PTN	Risk
0.187422295872624	0.796888697738443	0.568585399705889	1.11686229880639	-0.22704026146425	MYBPC1	None
0.954365135263125	1.0092226844098	0.736943294713834	1.38210149143541	0.00918041514788063	EFEMP1	None
0.153603311138163	1.16523517103543	0.944474610958817	1.43759608576411	0.152922930195688	KRT17	None
0.0634927356919029	1.19700251955396	0.989950061597535	1.44736091990976	0.179820531464149	CLCA2	None
0.863064385110523	1.02326050645712	0.78796167264096	1.3288235969213	0.0229941040700076	MS4A1	None
0.0893896266333381	1.24828977414267	0.966455011155833	1.61231236037112	0.221774433814566	MMP13	None
0.0410580555965935	0.785036284780549	0.622370184013282	0.990217693990455	-0.242025339617581	FABP7	Protective
0.108278666387993	1.29677698053875	0.944327248694945	1.78077095580924	0.259881940309196	SFN	None
0.0891044104855013	0.833258634209634	0.675231773177946	1.02826907599019	-0.182411199760205	ELF5	None
0.605858595957824	1.05989628574996	0.849771927392561	1.32197840424493	0.0581710597048591	ELN	None
0.973220567044921	0.996472231625102	0.810690609013849	1.22482843314021	-0.00353400562311634	PIGR	None
0.54246880135465	0.937126233647802	0.760409479079843	1.15491140227975	-0.0649372847422211	HORMAD1	None
0.0544248613893613	1.34361809176707	0.994406969218135	1.81546351987379	0.295366043809042	MMP9	None
0.25712430802647	1.10633038380985	0.928930661955814	1.31760848066297	0.101048578031086	AGR2	None
0.301460299989292	0.875120689960683	0.679490118916295	1.12707484726736	-0.133393470752544	CACNG4	None
0.997898343000108	1.00028799799342	0.807366318517174	1.23930867065071	0.000287956529956686	FOXA1	None
0.431139978971306	0.898631564626978	0.688677544065087	1.17259332165419	-0.1068821565141	MAOB	None
0.949900125022643	0.991677091970115	0.764092951001413	1.28704688801204	-0.00835773681473631	JCHAIN	None
0.745092475478016	1.03175276204862	0.854545260810247	1.24570787624008	0.0312590666991837	TFF1	None
0.00243648362055123	0.652428810682198	0.495002847964986	0.859921018147955	-0.42705324814015	CT83	Protective
0.0696991780354029	1.16904192380828	0.987498410222699	1.38396072892224	0.156184544813746	KRT14	None
0.207276822288101	0.86699667746592	0.694520595619173	1.08230518069347	-0.142720134428177	PRAME	None
0.148896147285907	1.17286512388889	0.944539668776892	1.45638414595781	0.159449579163247	S100A9	None
0.0528702472558054	1.1708099714857	0.998048219914027	1.37347671382896	0.157695792613218	MTRNR2L1	None
0.0422993155961935	1.6209658185453	1.01693568439961	2.58377223378044	0.483022155884266	LIMA1	Risk
0.0321805670749877	1.5259298235289	1.03659738776962	2.24625476950598	0.422603944602267	SLC7A8	Risk
0.0400513146789537	1.55197524202884	1.02016356531134	2.36102055961523	0.43952846933278	CREB3L1	Risk
0.265533892365373	1.25858008379326	0.839571110428112	1.88670597123491	0.229984167889878	PHLDB2	None
0.115472367608103	1.38539362036109	0.923191583485263	2.07900019635291	0.325984301688224	IER3	None
0.0107123245609208	1.48284970565338	1.09569544859183	2.00680148154513	0.393965713214523	STON2	Risk
0.175506531369146	1.29723601867459	0.89023969172469	1.89030134669294	0.260235861543024	SIDT1	None
0.853140236768088	1.03630996846286	0.710372633029917	1.51179578266533	0.0356662964446616	SERPINA11	None
0.493143582428878	1.12602923835288	0.801901334133107	1.58116939286088	0.118697495945988	HOXB3	None
0.971581480615707	0.993856341289862	0.708072178363211	1.39498550755852	-0.00616260863576214	PRR15	None
0.650175430856897	1.09103187763671	0.748713993005267	1.58986017242917	0.0871239251561654	HOXA9	None
0.116824711720541	1.23020030567124	0.949566643326616	1.5937720671945	0.207177006264898	SBSPON	None
0.227707345853245	1.13083714882365	0.926053416214407	1.38090593346887	0.122958198104946	AGR3	None
0.846275928799031	1.0297784617958	0.765437054669524	1.3854093865842	0.0293436934721647	TMC5	None
0.115320051707541	1.33757178371725	0.931317736354164	1.9210396267125	0.290855868416808	GPRC5C	None
0.451780788958922	1.12289088380664	0.830270087902284	1.5186430961541	0.115906506125999	SLC40A1	None
0.079184485456286	0.734445334424348	0.52035755505362	1.03661404359183	-0.308639711700418	HPDL	None
0.750081495901565	1.05450618329872	0.760720536506454	1.46175006096448	0.0530725846451747	GDF15	None
0.141361146439184	1.29753920200565	0.917005503418897	1.83598459819971	0.260469549093321	LRRC17	None
0.0305301927778662	1.50445126386123	1.03910804412952	2.1781888977962	0.408428222984833	COL7A1	Risk
0.149454501437782	1.28766252768202	0.91306873921009	1.8159364284346	0.252828580681608	TNFSF10	None
0.112653440111963	0.801202851445268	0.609279748459674	1.05358172627088	-0.221641116228674	ROPN1B	None
0.306976360023998	1.21165283558165	0.838326341086542	1.75123042426445	0.191985407326486	ID1	None
0.427904827894371	1.15470896920417	0.809140846757743	1.64786243198986	0.143848337507788	MSX2	None
0.249138834134172	1.12377073118138	0.921488638863942	1.37045710928878	0.116689754848323	CYP4Z1	None
0.0623473712744201	1.23726431068747	0.989077307018149	1.54772833593365	0.212902741311531	CA12	None
0.383533992670058	1.17525193546896	0.817319925801654	1.68993446534268	0.161482537777977	GPC4	None
0.248108754908375	1.16695099912642	0.897974568426675	1.51649576975003	0.154394363670873	SCNN1A	None
0.351866000936241	1.172989177322	0.838321882173428	1.64125932934898	0.159555343134312	VAV3	None
0.105511475919534	1.27161239693238	0.9506035592497	1.70102254751537	0.240285699088757	OLFM1	None
0.000313474555366083	2.03106549111459	1.38156029954864	2.98591891395857	0.708560527826564	ACP5	Risk
0.029351893628447	0.698114256740016	0.505270792751866	0.964559049236408	-0.359372498011165	GAL	Protective
0.198098436143199	1.22509412740948	0.899281208543008	1.66895027579285	0.203017679746361	FCER1A	None
0.876565835161753	0.971517298612674	0.674674935248292	1.39896387458994	-0.02889620423704	TCIM	None
0.0050711293610949	1.41576812789185	1.1101793070269	1.80547356563712	0.347672230373985	C19orf33	Risk
0.72792818371693	0.950728743909799	0.715201047077497	1.26381966048543	-0.0505264896050773	CYP4X1	None
0.776434248652784	0.970845457407771	0.79151585303008	1.19080483171761	-0.0295879815372518	TFF3	None
0.409071663558283	0.865145829430261	0.613376597039894	1.22025735868089	-0.144857197323057	KLRG2	None
0.0568254745880495	0.704180955589402	0.490845862834105	1.01023733876799	-0.350719916663516	GFRA3	None
0.169640617374293	1.24547599187031	0.910498650248322	1.70369329586843	0.219517779637332	FBP1	None
0.135403109943842	1.21907449475243	0.939944609608985	1.58109595880774	0.198091959995673	MAB21L4	None
0.127576823790963	1.19063269411824	0.951272935752545	1.49022027120091	0.174484841563585	KRT75	None
0.242964820962886	1.172975628304	0.89738642753525	1.53319883427936	0.159543792221048	SHISA2	None
0.351340745122507	0.906008165338899	0.736175950123052	1.11501984752905	-0.0987069604644287	EN1	None
0.175066234078241	0.879665337467022	0.730869842813037	1.05875363931101	-0.128213742174564	VGLL1	None
0.342149367834071	1.11299085578078	0.892414215484848	1.38808708283365	0.107050856429274	CEACAM6	None
0.584467212487861	0.919882971467732	0.681948585744933	1.24083354505672	-0.0835088219566619	TAFA3	None
0.804031473018993	0.978782320758783	0.826260913824589	1.15945800581986	-0.0214460097357303	GABRP	None
0.937265941036061	1.0099793415325	0.788718943376954	1.29331022018437	0.00992987671577067	SERPINA5	None
0.438064751829126	1.12154893657262	0.839274905050732	1.49876042945803	0.114710708954926	CKB	None
0.0508834499513843	0.808117611922156	0.652519661882783	1.00081899879376	-0.213047671744171	PEG10	None
0.175645502814123	0.842986173860093	0.658363068083783	1.07938267465034	-0.170804722229736	SOX8	None
0.95902162152905	0.993580777307999	0.777172368862141	1.2702494331873	-0.00643991449973172	DKK1	None
0.0510825819035462	0.822008946630886	0.675075856111648	1.00092264035801	-0.196004000006008	CRABP1	None
0.650991844644911	0.958547800679894	0.797912310374387	1.15152238440481	-0.0423358474426912	CXCL17	None
0.28447255051427	1.07209788223543	0.94377750132812	1.21786529926409	0.0696173665357189	SCGB2A2	None
0.931638054583337	0.992967579449051	0.845101023886546	1.16670621140944	-0.00705726456456925	MUCL1	None
0.246832817635335	0.869433680443649	0.686117335404902	1.10172835706548	-0.139913221307042	AARD	None
0.155704961673414	0.845062395487185	0.669811810753957	1.06616581075615	-0.168344813537825	ART3	None
0.196719201411826	1.12072893605872	0.942643388808727	1.33245866149513	0.11397930937197	TCN1	None
0.316116381292249	1.07797338197302	0.93079697711038	1.24842112814956	0.0750827801346566	SCGB1D2	None
0.99391498804511	1.00086260095886	0.801936989440522	1.24913298574368	0.000862229132465983	WFDC2	None
0.0149053339845913	1.27949816587668	1.04922920280158	1.56030307973744	0.246467943147883	KRT5	Risk
0.00177485644470642	1.27298822183904	1.09418526935678	1.48100971409855	0.241367067245777	KRT6A	Risk
0.835498800018712	1.0149920820616	0.881991384268853	1.16804874177059	0.01488081153879	PIP	None
